"Verkiezing","NIS","Lijstnummer","lijst","VolledigLijstStemmen","OnvolledigLijstStemmen"
"Aalst","41002",1,"Open Vld",1059,8557
"Aalst","41002",2,"N-VA",4933,12379
"Aalst","41002",3,"VLAAMS BELANG",2143,3860
"Aalst","41002",4,"sp.a",1148,7966
"Aalst","41002",6,"Groen",1078,2190
"Aalst","41002",7,"CD&V",1052,8566
"Aalst","41002",8,"PVDA+",214,447
"Aalter","44001",1,"Open Vld",304,980
"Aalter","44001",3,"VLAAMS BELANG",284,490
"Aalter","44001",6,"Groen",714,2180
"Aalter","44001",7,"CD&V / N-VA",868,8154
"Aarschot","24001",1,"Open Vld",434,2575
"Aarschot","24001",2,"N-VA",1882,2008
"Aarschot","24001",3,"VLAAMS BELANG",716,562
"Aarschot","24001",4,"sp.a",562,2442
"Aarschot","24001",5,"LIJST DEDECKER",74,375
"Aarschot","24001",6,"Groen",675,838
"Aarschot","24001",7,"CD&V",767,5770
"Aarschot","24001",8,"PVD",93,657
"Aarschot","24001",9,"Gemeentebelangen",82,110
"Aartselaar","11001",1,"Open Vld",528,2189
"Aartselaar","11001",2,"N-VA",1150,2538
"Aartselaar","11001",3,"VLAAMS BELANG",256,382
"Aartselaar","11001",4,"sp.a-Groen",343,701
"Aartselaar","11001",7,"CD&V",209,656
"Aartselaar","11001",8,"NAP",130,1047
"Affligem","23105",1,"Open Vld-CTL",154,2119
"Affligem","23105",2,"N-VA",487,1317
"Affligem","23105",3,"VLAAMS BELANG",126,227
"Affligem","23105",8,"LIJST BURGEMEESTER",322,3077
"Affligem","23105",9,"Affligem.NU",110,1086
"Affligem","23105",10,"VOLKS",8,52
"Alken","73001",1,"Open Vld",162,1701
"Alken","73001",2,"N-VA",548,1421
"Alken","73001",4,"sp.a",148,735
"Alken","73001",6,"Groen",261,642
"Alken","73001",7,"CD&V",245,1859
"Alken","73001",8,"echt voor Alken",72,298
"Alken","73001",9,"Om-Mekaar",39,67
"Alveringem","38002",2,"N-VA",79,322
"Alveringem","38002",7,"CD&V",37,735
"Alveringem","38002",8,"GEMEENTEBELANGEN",127,1153
"Alveringem","38002",9,"PRO",69,983
"Antwerpen","11002",1,"Open Vld",3648,11450
"Antwerpen","11002",2,"N-VA",18694,84101
"Antwerpen","11002",3,"VLAAMS BELANG",6333,21491
"Antwerpen","11002",4,"sp.a-CD&V STADSLST",11783,66084
"Antwerpen","11002",6,"Groen",5545,16113
"Antwerpen","11002",8,"PVDA+",3992,17728
"Antwerpen","11002",9,"Piratenpartij",462,995
"Antwerpen","11002",10,"ROOD!",802,1954
"Antwerpen","11002",12,"HART",135,332
"Antwerpen","11002",14,"VRIJ VLUG VOORUIT",78,257
"Antwerpen","11002",16,"Mathieu&Guillaume",148,310
"Anzegem","34002",2,"N-VA",467,602
"Anzegem","34002",3,"VLAAMS BELANG",175,76
"Anzegem","34002",7,"CD&V-GROEN-OK",285,2221
"Anzegem","34002",8,"Samenéén",157,1848
"Anzegem","34002",9,"EENDRACHT",286,3823
"Anzegem","34002",10,"VISIE 2020",142,504
"Ardooie","37020",2,"N-VA",334,441
"Ardooie","37020",8,"GROEP 82",502,3621
"Ardooie","37020",9,"SAMENPLUS",203,1409
"Arendonk","13001",2,"N-VA",616,1927
"Arendonk","13001",3,"VLAAMS BELANG",168,498
"Arendonk","13001",4,"sp.a",250,1075
"Arendonk","13001",7,"CD&V",353,1976
"Arendonk","13001",8,"Arendonk Positief",218,1070
"As","71002",2,"N-VA",268,720
"As","71002",4,"sp.a",102,636
"As","71002",7,"CD&V",91,970
"As","71002",8,"Voluit!",386,2302
"Asse","23002",1,"Open Vld",606,2773
"Asse","23002",2,"N-VA",1389,3784
"Asse","23002",3,"VLAAMS BELANG",365,588
"Asse","23002",4,"sp.a",331,1028
"Asse","23002",6,"Groen",473,779
"Asse","23002",7,"CD&V",517,4796
"Asse","23002",8,"ZELLIK-RELEGEM",594,1604
"Assenede","43002",2,"N-VA",573,1039
"Assenede","43002",3,"VLAAMS BELANG",322,225
"Assenede","43002",7,"CD&V",319,2461
"Assenede","43002",8,"SamenPlus",636,3905
"Assenede","43002",9,"SA Sterk Assenede",41,97
"Assenede","43002",10,"P.A.K PIM",80,99
"Assenede","43002",11,"LeF",60,49
"Avelgem","34003",2,"N-VA",469,424
"Avelgem","34003",4,"sp.a",323,1244
"Avelgem","34003",7,"CD&V",280,2684
"Avelgem","34003",8,"GEMEENTEBELANGEN",229,1127
"Baarle-Hertog","13002",2,"N-VA",29,410
"Baarle-Hertog","13002",8,"CDK",36,562
"Baarle-Hertog","13002",9,"FORUM+",25,260
"Balen","13003",1,"Open Vld",211,1482
"Balen","13003",2,"N-VA",1392,2549
"Balen","13003",4,"sp.a",463,2254
"Balen","13003",7,"CD&V",573,4588
"Balen","13003",8,"Beter BALEN",301,931
"Beernem","31003",2,"N-VA",942,1870
"Beernem","31003",6,"Groen",402,682
"Beernem","31003",7,"CD&V",364,3442
"Beernem","31003",8,"BRON",326,2834
"Beerse","13004",2,"N-VA",1251,2618
"Beerse","13004",6,"Groen",267,753
"Beerse","13004",8,"CDE-Vlim.be",454,3021
"Beerse","13004",9,"BEERSEplus",412,1788
"Beerse","13004",10,"Gemeentebelangen",144,685
"Beersel","23003",1,"Open Vld",553,535
"Beersel","23003",2,"N-VA",1155,2506
"Beersel","23003",3,"VLAAMS BELANG",325,404
"Beersel","23003",4,"sp.a-groen",792,1051
"Beersel","23003",7,"CD&V",548,4119
"Beersel","23003",8,"UB",1136,953
"Beersel","23003",9,"Open Beersel",346,627
"Begijnendijk","24007",2,"N-VA",635,817
"Begijnendijk","24007",7,"CD&V",127,916
"Begijnendijk","24007",8,"Leef",224,391
"Begijnendijk","24007",9,"samen.be",207,1436
"Begijnendijk","24007",10,"MGB",278,2250
"Bekkevoort","24008",2,"N-VA",261,353
"Bekkevoort","24008",4,"sp.a",165,1075
"Bekkevoort","24008",7,"CD&V",236,1514
"Bekkevoort","24008",8,"Bekkevoort Beter",158,647
"Beringen","71004",1,"Open Vld",340,1574
"Beringen","71004",2,"N-VA",2581,5019
"Beringen","71004",4,"sp.a",475,7127
"Beringen","71004",6,"Groen",426,692
"Beringen","71004",7,"CD&V",774,6382
"Beringen","71004",8,"VBLD",755,2787
"Berlaar","12002",1,"Open Vld",144,240
"Berlaar","12002",3,"VLAAMS BELANG",377,376
"Berlaar","12002",4,"sp.a",175,891
"Berlaar","12002",6,"Groen",222,565
"Berlaar","12002",7,"CD&V / N-VA",916,2924
"Berlaar","12002",8,"SamBA",202,827
"Berlare","42003",1,"Open Vld",466,4714
"Berlare","42003",2,"N-VA",568,1082
"Berlare","42003",3,"VLAAMS BELANG",203,401
"Berlare","42003",4,"sp.a",175,842
"Berlare","42003",7,"CD&V",230,1852
"Bertem","24009",2,"N-VA",456,692
"Bertem","24009",4,"sp.a",142,707
"Bertem","24009",6,"Groen",212,354
"Bertem","24009",7,"CD&V",177,1499
"Bertem","24009",8,"GEMBEL - OPEN VLD",213,1708
"Bertem","24009",9,"BBB",91,170
"Bever","23009",7,"CD&V",74,761
"Bever","23009",8,"OPEN VOOR DE MENS",98,572
"Beveren","46003",1,"Open Vld",527,1693
"Beveren","46003",2,"N-VA",3727,7853
"Beveren","46003",3,"VLAAMS BELANG",1394,1603
"Beveren","46003",6,"Groen-sp.a",1365,2539
"Beveren","46003",7,"CD&V Beveren",1672,10489
"Bierbeek","24011",1,"Open Vld",241,1176
"Bierbeek","24011",2,"N-VA",538,939
"Bierbeek","24011",4,"sp.a-Groen",440,920
"Bierbeek","24011",7,"CD&V",307,1952
"Bilzen","73006",1,"Open Vld",335,3412
"Bilzen","73006",2,"N-VA",1275,4862
"Bilzen","73006",3,"VLAAMS BELANG",628,863
"Bilzen","73006",7,"CD&V-NIEUW",639,5917
"Bilzen","73006",8,"PRO-Bilzen",468,3432
"Blankenberge","31004",1,"Open Vld",643,3859
"Blankenberge","31004",2,"N-VA",984,2024
"Blankenberge","31004",3,"VLAAMS BELANG",450,434
"Blankenberge","31004",4,"sp.a",669,2138
"Blankenberge","31004",7,"CD&V",247,1769
"Blankenberge","31004",8,"Dwars Groen",304,334
"Bocholt","72003",2,"N-VA",590,1282
"Bocholt","72003",3,"VLAAMS BELANG",226,163
"Bocholt","72003",4,"sp.a",143,1171
"Bocholt","72003",8,"Nieuwe Unie",294,2000
"Bocholt","72003",9,"VIA",372,2244
"Boechout","11004",1,"Open Vld",164,393
"Boechout","11004",2,"N-VA",782,1612
"Boechout","11004",6,"Groen-Gangmaker",284,630
"Boechout","11004",7,"CD&V",154,995
"Boechout","11004",8,"GEMEENTEBELANGEN",84,521
"Boechout","11004",9,"PROboechout&vremde",746,2422
"Bonheiden","12005",1,"Open Vld",261,643
"Bonheiden","12005",2,"N-VA",957,1653
"Bonheiden","12005",4,"sp.a",152,359
"Bonheiden","12005",6,"Groen",323,991
"Bonheiden","12005",7,"CD&V",198,1943
"Bonheiden","12005",8,"BR",388,2550
"Boom","11005",1,"Open Vld",222,514
"Boom","11005",2,"N-VA",1289,2819
"Boom","11005",3,"VLAAMS BELANG",505,1017
"Boom","11005",6,"Groen",237,572
"Boom","11005",7,"CD&V",193,757
"Boom","11005",8,"Boom één",285,2641
"Boom","11005",9,"EVA",34,53
"Boortmeerbeek","24014",1,"Open Vld",455,2702
"Boortmeerbeek","24014",2,"N-VA",888,948
"Boortmeerbeek","24014",3,"VLAAMS BELANG",164,295
"Boortmeerbeek","24014",4,"sp.a",316,931
"Boortmeerbeek","24014",7,"CD&V",275,1307
"Borgloon","73009",1,"Open Vld STROOP",224,2276
"Borgloon","73009",2,"N-VA",435,845
"Borgloon","73009",4,"sp.a",212,2368
"Borgloon","73009",7,"CD&V",164,1201
"Bornem","12007",2,"N-VA",1051,1280
"Bornem","12007",3,"VLAAMS BELANG",330,690
"Bornem","12007",4,"sp.a",249,2351
"Bornem","12007",6,"Groen",364,858
"Bornem","12007",7,"CD&V",557,5224
"Bornem","12007",8,"Beter Bornem",229,837
"Bornem","12007",9,"B! democratisch",94,988
"Borsbeek","11007",1,"Open Vld",84,320
"Borsbeek","11007",2,"N-VA",877,1264
"Borsbeek","11007",3,"VLAAMS BELANG",253,419
"Borsbeek","11007",6,"Groen",185,508
"Borsbeek","11007",7,"CD&V",139,851
"Borsbeek","11007",8,"BbA",154,887
"Borsbeek","11007",9,"Het Alternatief",57,251
"Borsbeek","11007",10,"Pro Borsbeek",86,498
"Boutersem","24016",1,"Open Vld",155,893
"Boutersem","24016",2,"N-VA",408,368
"Boutersem","24016",4,"sp.a",223,1631
"Boutersem","24016",6,"Groen",211,279
"Boutersem","24016",7,"CD&V",205,1099
"Brakel","45059",1,"Open Vld",320,4072
"Brakel","45059",2,"N-VA",613,972
"Brakel","45059",3,"VLAAMS BELANG",208,304
"Brakel","45059",4,"sp.a",312,1268
"Brakel","45059",7,"CD&V",192,2209
"Brasschaat","11008",1,"Open Vld",467,1564
"Brasschaat","11008",2,"N-VA",2171,7551
"Brasschaat","11008",3,"VLAAMS BELANG",730,1755
"Brasschaat","11008",7,"CD&V",875,5593
"Brasschaat","11008",8,"BRASSCHAAT 2012",824,2838
"Brasschaat","11008",9,"BRASSCHATENAREN",104,244
"Brecht","11009",1,"Open Vld",314,1533
"Brecht","11009",2,"N-VA",2333,3670
"Brecht","11009",3,"VLAAMS BELANG",741,1193
"Brecht","11009",4,"sp.a",299,850
"Brecht","11009",6,"Groen",444,528
"Brecht","11009",7,"CD&V-CDB",586,5618
"Brecht","11009",8,"H-EERLIJK BRECHT",147,644
"Bredene","35002",1,"Open Vld",268,487
"Bredene","35002",2,"N-VA",1165,1357
"Bredene","35002",3,"VLAAMS BELANG",350,246
"Bredene","35002",4,"sp.a",811,4759
"Bredene","35002",5,"LIJST DEDECKER",101,215
"Bredene","35002",7,"CD&V",253,1275
"Bredene","35002",8,"VITAL",63,59
"Bredene","35002",9,"PVDA+",95,97
"Bree","72004",3,"VLAAMS BELANG-LB",489,737
"Bree","72004",7,"CD&V",464,1899
"Bree","72004",8,"Verjonging",591,3345
"Bree","72004",9,"BROS",743,2262
"Brugge","31005",1,"Open Vld",1471,7388
"Brugge","31005",2,"N-VA",6298,9650
"Brugge","31005",3,"VLAAMS BELANG",1956,2394
"Brugge","31005",4,"sp.a",3313,18254
"Brugge","31005",5,"LIJST DEDECKER",129,277
"Brugge","31005",6,"Groen",2905,4218
"Brugge","31005",7,"CD&V",2603,18801
"Brugge","31005",8,"LIJST BURGEMEESTER",170,465
"Brugge","31005",9,"VCD",73,213
"Buggenhout","42004",1,"Open Vld",143,564
"Buggenhout","42004",2,"N-VA",501,1078
"Buggenhout","42004",3,"VLAAMS BELANG",190,510
"Buggenhout","42004",4,"sp.a",156,384
"Buggenhout","42004",7,"CD&V",203,2712
"Buggenhout","42004",8,"NCD",292,3498
"Buggenhout","42004",9,"Blik Vooruit",23,32
"Damme","31006",1,"Open Vld",209,316
"Damme","31006",2,"N-VA",686,925
"Damme","31006",7,"CD&V",296,5199
"Damme","31006",8,"SAMEN STERKER",158,141
"De Haan","35029",3,"VLAAMS BELANG",168,124
"De Haan","35029",4,"sp.a-CD&V",165,692
"De Haan","35029",6,"Groen",180,346
"De Haan","35029",8,"L.B.+SAMEN+N-VA",318,2472
"De Haan","35029",9,"bewust ' 12",229,4582
"De Haan","35029",10,"PIRATENPARTIJ",65,74
"De Panne","38008",3,"VLAAMS BELANG",119,299
"De Panne","38008",7,"CD&VPLUS",170,1689
"De Panne","38008",8,"VISIE 2020 & N-VA",231,1773
"De Panne","38008",9,"DAS",271,2364
"De Panne","38008",10,"ANDERS",53,299
"De Pinte","44012",1,"Open Vld",340,1140
"De Pinte","44012",2,"N-VA",627,855
"De Pinte","44012",7,"CD&V",310,2517
"De Pinte","44012",8,"Ruimte",498,1216
"Deerlijk","34009",1,"Open Vld",206,1135
"Deerlijk","34009",2,"N-VA",495,1036
"Deerlijk","34009",3,"VLAAMS BELANG",173,193
"Deerlijk","34009",4,"sp.a",289,992
"Deerlijk","34009",7,"CD&V",298,3469
"Deerlijk","34009",8,"DURF!",66,69
"Deinze","44011",1,"Open Vld+",654,3424
"Deinze","44011",2,"N-VA",1484,2210
"Deinze","44011",3,"VLAAMS BELANG",427,405
"Deinze","44011",4,"sp.a",354,924
"Deinze","44011",7,"CD&V",679,5886
"Deinze","44011",8,"GroenRood",734,1607
"Deinze","44011",9,"Wakker Deinze",492,1765
"Denderleeuw","41011",1,"Open Vld/Plus",215,1657
"Denderleeuw","41011",2,"N-VA",1164,2070
"Denderleeuw","41011",3,"VLAAMS BELANG",641,1007
"Denderleeuw","41011",4,"sp.a-OPEN",497,3406
"Denderleeuw","41011",7,"CD&V",242,2109
"Dendermonde","42006",1,"Open Vld",517,2837
"Dendermonde","42006",2,"N-VA",2068,5132
"Dendermonde","42006",3,"VLAAMS BELANG",837,1838
"Dendermonde","42006",4,"sp.a",696,3410
"Dendermonde","42006",6,"Groen",592,805
"Dendermonde","42006",7,"CD&V",882,11325
"Dendermonde","42006",8,"LSP",36,117
"Dentergem","37002",8,"EENDRACHT",449,3216
"Dentergem","37002",9,"FOCUS8720",377,1995
"Dessel","13006",2,"N-VA",387,3084
"Dessel","13006",7,"CD&V",127,1330
"Dessel","13006",8,"samen-sp.a",113,585
"Dessel","13006",9,"D&W",81,795
"Destelbergen","44013",1,"Open Vld",731,2954
"Destelbergen","44013",2,"N-VA",1309,2053
"Destelbergen","44013",3,"VLAAMS BELANG",385,282
"Destelbergen","44013",4,"sp.a",422,950
"Destelbergen","44013",6,"Groen",610,492
"Destelbergen","44013",7,"CD&V",296,2311
"Diepenbeek","71011",1,"Open Vld",175,1110
"Diepenbeek","71011",2,"N-VA",648,1639
"Diepenbeek","71011",4,"sp.a",180,1748
"Diepenbeek","71011",6,"Groen",239,856
"Diepenbeek","71011",7,"CD&V",196,1355
"Diepenbeek","71011",8,"PUUR - DIEPENBEEK",279,2449
"Diepenbeek","71011",9,"DAAD",152,2027
"Diest","24020",1,"Open Vld",469,2556
"Diest","24020",2,"N-VA",1759,2023
"Diest","24020",3,"VLAAMS BELANG",648,520
"Diest","24020",4,"sp.a - groen",645,2669
"Diest","24020",8,"DDS",627,3742
"Diest","24020",9,"D EN D",123,405
"Diksmuide","32003",2,"N-VA",777,2310
"Diksmuide","32003",3,"VLAAMS BELANG",294,389
"Diksmuide","32003",4,"sp.a-open",298,2050
"Diksmuide","32003",7,"CD&V",307,3383
"Diksmuide","32003",8,"IDEE 2006",188,1838
"Dilbeek","23016",2,"N-VA",1842,4289
"Dilbeek","23016",6,"Groen - sp.a",945,1595
"Dilbeek","23016",7,"CD&V-DNA",378,4707
"Dilbeek","23016",8,"VERNIEUWING",160,452
"Dilbeek","23016",9,"LvBurgemeester-VLD",857,7790
"Dilbeek","23016",10,"UF=MR+CDH+FDF+IND",1316,1826
"Dilsen-Stokkem","72041",1,"Open Vld",445,3853
"Dilsen-Stokkem","72041",2,"N-VA",935,1155
"Dilsen-Stokkem","72041",7,"CD&V",331,2943
"Dilsen-Stokkem","72041",8,"Vooruit 2012",294,2623
"Dilsen-Stokkem","72041",9,"Leefbaar D-S",174,323
"Drogenbos","23098",10,"DROGENBOS PLUS-LB",285,1364
"Drogenbos","23098",11,"UF",265,681
"Duffel","12009",1,"Open Vld",197,450
"Duffel","12009",2,"N-VA",1007,2771
"Duffel","12009",3,"VLAAMS BELANG",284,602
"Duffel","12009",6,"Groen-sp.a",400,1423
"Duffel","12009",7,"CD&V",484,4017
"Duffel","12009",8,"PVDA+",76,163
"Edegem","11013",1,"Open Vld",421,757
"Edegem","11013",2,"N-VA",1408,3901
"Edegem","11013",3,"VLAAMS BELANG",288,562
"Edegem","11013",4,"sp.a",255,444
"Edegem","11013",6,"Groen",555,1593
"Edegem","11013",7,"CD&V2650",746,3323
"Edegem","11013",8,"democratiEdegem",65,221
"Edegem","11013",9,"OnafhankelykEdegem",27,83
"Eeklo","43005",1,"Open Vld",320,1127
"Eeklo","43005",2,"N-VA",987,1816
"Eeklo","43005",3,"VLAAMS BELANG",552,422
"Eeklo","43005",6,"Groen-sp.a",630,1426
"Eeklo","43005",7,"CD&V+",557,3750
"Eeklo","43005",8,"SMS EEKLO",410,1771
"Erpe-Mere","41082",1,"Open Vld",405,2276
"Erpe-Mere","41082",2,"N-VA",1297,2245
"Erpe-Mere","41082",3,"VLAAMS BELANG",420,404
"Erpe-Mere","41082",4,"sp.a-Groen",499,644
"Erpe-Mere","41082",7,"CD&V",509,5070
"Erpe-Mere","41082",8,"DENDEREND & VRIJ",58,261
"Essen","11016",1,"Open Vld",98,655
"Essen","11016",2,"N-VA/PLE",673,2471
"Essen","11016",3,"VLAAMS BELANG",216,606
"Essen","11016",4,"sp.a",268,1548
"Essen","11016",7,"CD&V",379,3279
"Essen","11016",8,"Piratenpartij",58,227
"Evergem","44019",1,"Open Vld",531,1759
"Evergem","44019",2,"N-VA",1965,5881
"Evergem","44019",3,"VLAAMS BELANG",846,1225
"Evergem","44019",4,"sp.a",625,1863
"Evergem","44019",6,"Groen",778,1435
"Evergem","44019",7,"CD&V",699,5754
"Galmaarden","23023",1,"Open Vld",111,301
"Galmaarden","23023",2,"N-VA",578,1003
"Galmaarden","23023",3,"VLAAMS BELANG",126,116
"Galmaarden","23023",4,"sp.a",132,312
"Galmaarden","23023",7,"CD&V",294,3226
"Gavere","44020",1,"Open Vld - VOG",300,2611
"Gavere","44020",3,"VLAAMS BELANG",200,203
"Gavere","44020",4,"sp.a-Groen",399,727
"Gavere","44020",7,"CD&V",164,1061
"Gavere","44020",8,"Gavere durft/ N-VA",495,2029
"Gavere","44020",9,"DE BRUG",67,848
"Geel","13008",1,"Open Vld",335,1024
"Geel","13008",2,"N-VA",2745,6778
"Geel","13008",3,"VLAAMS BELANG",739,1230
"Geel","13008",4,"sp.a",558,2276
"Geel","13008",6,"Groen",604,1287
"Geel","13008",7,"CD&V",897,7089
"Geel","13008",8,"PVDA+",155,327
"Geetbets","24028",1,"Open Vld",70,1137
"Geetbets","24028",2,"N-VA",202,376
"Geetbets","24028",4,"sp.a",81,807
"Geetbets","24028",7,"CD&V",75,837
"Geetbets","24028",8,"DNA/GVP",66,729
"Genk","71016",1,"Open Vld Iedereen",459,1345
"Genk","71016",2,"N-VA",2883,4584
"Genk","71016",3,"VLAAMS BELANG",1243,2576
"Genk","71016",7,"CD&V",1185,15634
"Genk","71016",8,"Genk Anders",157,443
"Genk","71016",9,"PVDA+",642,2983
"Genk","71016",10,"PROgenk",719,6158
"Gent","44021",1,"Open Vld",5525,19642
"Gent","44021",2,"N-VA",11543,14521
"Gent","44021",3,"VLAAMS BELANG",5789,4177
"Gent","44021",4,"sp.a-Groen",13258,56098
"Gent","44021",7,"CD&V",2724,11110
"Gent","44021",8,"PVDA+",2036,2395
"Gent","44021",9,"ROOD!",872,689
"Gent","44021",10,"SOLIDA",86,150
"Gent","44021",11,"BELG-UNIE",203,130
"Gent","44021",12,"PIRATENPARTIJ",709,397
"Gent","44021",13,"LIJSTLIJST",268,190
"Geraardsbergen","41018",1,"Open Vld",669,7417
"Geraardsbergen","41018",2,"N-VA",1738,1781
"Geraardsbergen","41018",3,"VLAAMS BELANG-VLOT",755,876
"Geraardsbergen","41018",4,"sp.a-Groen",786,4684
"Geraardsbergen","41018",7,"CD&V",328,3436
"Gingelom","71017",1,"Open Vld",169,857
"Gingelom","71017",2,"N-VA",385,420
"Gingelom","71017",4,"sp.a - goesting",315,2595
"Gingelom","71017",7,"CD&V",149,788
"Gingelom","71017",8,"DE GINGELOMMENAAR",82,175
"Gistel","35005",1,"Open Vld",223,2201
"Gistel","35005",2,"N-VA",313,1261
"Gistel","35005",3,"VLAAMS BELANG",153,178
"Gistel","35005",4,"sp.a",158,1166
"Gistel","35005",6,"Groen",179,390
"Gistel","35005",7,"CD&V",198,2109
"Glabbeek","24137",2,"N-VA",172,184
"Glabbeek","24137",4,"sp.a",55,445
"Glabbeek","24137",7,"CD&V",115,1142
"Glabbeek","24137",8,"SAMEN-Open Vld",84,519
"Glabbeek","24137",9,"DORPSPARTIJ",120,1044
"Gooik","23024",1,"Open Vld",154,1129
"Gooik","23024",2,"N-VA",472,783
"Gooik","23024",4,"sp.a - samen",150,302
"Gooik","23024",7,"CD&V",308,3346
"Grimbergen","23025",1,"Open Vld",812,3171
"Grimbergen","23025",2,"N-VA",1808,1682
"Grimbergen","23025",4,"sp.a",481,1286
"Grimbergen","23025",6,"Groen",866,1512
"Grimbergen","23025",7,"CD&V",420,4116
"Grimbergen","23025",8,"Vernieuwing",474,3339
"Grimbergen","23025",9,"UF",1351,1104
"Grobbendonk","13010",1,"Open Vld - GROBOS",150,1729
"Grobbendonk","13010",2,"N-VA",786,1205
"Grobbendonk","13010",3,"VLAAMS BELANG",177,514
"Grobbendonk","13010",4,"sp.a",197,1280
"Grobbendonk","13010",7,"CD&V",180,1485
"Haacht","24033",1,"Open Vld",331,2490
"Haacht","24033",2,"N-VA",888,1411
"Haacht","24033",4,"sp.a",289,1147
"Haacht","24033",6,"Groen",425,1040
"Haacht","24033",7,"CD&V",218,1510
"Haaltert","41024",2,"N-VA",1172,1611
"Haaltert","41024",4,"sp.a",409,1218
"Haaltert","41024",7,"CD&V",350,2338
"Haaltert","41024",8,"Centrumlijst - VLD",451,3061
"Haaltert","41024",9,"Open en Liberaal",268,1847
"Halen","71020",1,"Open Vld",156,1033
"Halen","71020",2,"N-VA",607,701
"Halen","71020",4,"sp.a",261,762
"Halen","71020",7,"CD&V",297,2566
"Halen","71020",8,"HVB",61,80
"Halle","23027",1,"Open Vld",455,2029
"Halle","23027",2,"N-VA",1629,5470
"Halle","23027",3,"VLAAMS BELANG",473,969
"Halle","23027",4,"sp.a",550,3213
"Halle","23027",6,"Groen",616,740
"Halle","23027",7,"CD&V",522,5113
"Halle","23027",8,"PARTIJ ZWEMBAD",392,519
"Halle","23027",9,"UF",512,548
"Ham","71069",1,"Open Vld",166,1385
"Ham","71069",2,"N-VA",582,810
"Ham","71069",3,"VLAAMS BELANG",186,344
"Ham","71069",7,"CD&V",333,2406
"Ham","71069",8,"PRO HAM",145,835
"Hamme","42008",1,"Open Vld",350,2863
"Hamme","42008",2,"N-VA",1493,1805
"Hamme","42008",3,"VLAAMS BELANG",736,786
"Hamme","42008",4,"sp.a",399,1965
"Hamme","42008",6,"Groen",441,834
"Hamme","42008",7,"CD&V HammeMoerzeke",538,4755
"Hamme","42008",8,"PuurHams12",91,121
"Hamont-Achel","72037",2,"N-VA",254,660
"Hamont-Achel","72037",4,"sp.a",68,353
"Hamont-Achel","72037",7,"CD&V",283,2472
"Hamont-Achel","72037",8,"BALANS",61,764
"Hamont-Achel","72037",9,"PRO Hamont-Achel",279,2315
"Harelbeke","34013",1,"Open Vld",413,1093
"Harelbeke","34013",2,"N-VA",1801,2079
"Harelbeke","34013",3,"VLAAMS BELANG",689,357
"Harelbeke","34013",4,"sp.a-Groen",1043,4600
"Harelbeke","34013",7,"CD&V",772,6081
"Harelbeke","34013",8,"PVDA+",145,141
"Hasselt","71022",2,"N-VA",5302,7828
"Hasselt","71022",3,"VLAAMS BELANG",1168,1677
"Hasselt","71022",7,"CD&V",1463,10227
"Hasselt","71022",8,"HELEMAAL HASSELT",2203,14784
"Hasselt","71022",9,"GROEI met Open Vld",1081,4015
"Hasselt","71022",10,"Leefbaar Hasselt",642,1035
"Hechtel-Eksel","72038",2,"N-VA",415,642
"Hechtel-Eksel","72038",4,"sp.a",130,806
"Hechtel-Eksel","72038",7,"CD&V",204,2051
"Hechtel-Eksel","72038",8,"ANDERS",125,665
"Hechtel-Eksel","72038",9,"HE",234,2781
"Heers","73022",1,"Open Vld",92,949
"Heers","73022",2,"N-VA",213,656
"Heers","73022",4,"sp.a-DUMONT",132,1815
"Heers","73022",7,"CD&V",100,1261
"Heist-op-den-Berg","12014",1,"Open Vld",505,2553
"Heist-op-den-Berg","12014",2,"N-VA",2629,5272
"Heist-op-den-Berg","12014",3,"VLAAMS BELANG",1021,969
"Heist-op-den-Berg","12014",4,"sp.a",739,2825
"Heist-op-den-Berg","12014",6,"Groen",629,509
"Heist-op-den-Berg","12014",7,"CD&V",1059,7585
"Heist-op-den-Berg","12014",8,"PVDA+",142,229
"Heist-op-den-Berg","12014",9,"E.T.A.",505,1201
"Heist-op-den-Berg","12014",10,"GROOT-HEIST ANDERS",154,773
"Hemiksem","11018",1,"Open Vld",132,593
"Hemiksem","11018",2,"N-VA",550,677
"Hemiksem","11018",3,"VLAAMS BELANG",250,489
"Hemiksem","11018",4,"sp.a",259,1551
"Hemiksem","11018",7,"CD&V",207,1731
"Hemiksem","11018",8,"N-VH",102,405
"Hemiksem","11018",9,"PVDA+",66,159
"Herent","24038",1,"Open Vld",462,830
"Herent","24038",2,"N-VA",1180,2439
"Herent","24038",4,"sp.a",322,1958
"Herent","24038",6,"Groen",743,1577
"Herent","24038",7,"CD&V",510,2036
"Herent","24038",8,"HERENT 21",268,1261
"Herent","24038",9,"LV Herent",52,215
"Herentals","13011",2,"N-VA",1828,2949
"Herentals","13011",3,"VLAAMS BELANG",454,1253
"Herentals","13011",4,"sp.a",597,4296
"Herentals","13011",6,"Groen",457,1274
"Herentals","13011",7,"CD&V",539,4270
"Herentals","13011",8,"HNM",229,1158
"Herenthout","13012",2,"N-VA",337,595
"Herenthout","13012",7,"CD&V",124,1257
"Herenthout","13012",8,"EENHEID",130,1093
"Herenthout","13012",9,"GEMEENTEBELANGEN",151,1951
"Herenthout","13012",10,"S.A.M.E.N.",109,581
"Herk-de-Stad","71024",1,"Open Vld",202,1519
"Herk-de-Stad","71024",2,"N-VA NIEUW",600,1912
