"CODE"	"FRANSE BENAMING"	"NEDERLANDSE BENAMING"	"DUITSE BENAMING"	"BEGINDATUM"	"EINDDATUM"
"71021"	"-"	"Halmaal"	"-"	"01.01.0001"	"04.01.1971"
"71022"	"-"	"Hasselt"	"-"	"01.01.0001"	"31.12.9999"
"71023"	"-"	"Heppen"	"-"	"01.01.0001"	"01.01.1977"
"71024"	"Herck-la-Ville"	"Herk-de-Stad"	"Herk-de-Stad"	"01.01.0001"	"31.12.9999"
"71025"	"-"	"Heusden (Limb.)"	"-"	"01.01.0001"	"01.01.1977"
"71026"	"Goyer"	"Jeuk"	"Jeuk"	"01.01.0001"	"01.01.1977"
"71027"	"-"	"Kerkom-bij-Sint-Truiden"	"-"	"01.01.0001"	"09.01.1971"
"71028"	"-"	"Kermt"	"-"	"01.01.0001"	"02.01.1977"
"71029"	"-"	"Koersel"	"-"	"01.01.0001"	"01.01.1977"
"71030"	"-"	"Kortijs"	"-"	"01.01.0001"	"04.01.1971"
"71031"	"-"	"Kozen"	"-"	"01.01.0001"	"26.06.1977"
"71032"	"-"	"Kuringen"	"-"	"01.01.0001"	"02.01.1977"
"71033"	"-"	"Kwaadmechelen"	"-"	"01.01.0001"	"02.01.1977"
"71034"	"Bourg-Léopold"	"Leopoldsburg"	"Leopoldsburg"	"01.01.0001"	"31.12.9999"
"71035"	"-"	"Linkhout"	"-"	"01.01.0001"	"01.01.1977"
"71036"	"-"	"Loksbergen"	"-"	"01.01.0001"	"01.01.1965"
"71037"	"-"	"Lummen"	"-"	"01.01.0001"	"31.12.9999"
"71038"	"-"	"Meldert (Limb.)"	"-"	"01.01.0001"	"01.01.1977"
"71039"	"-"	"Mielen-boven-Aalst"	"-"	"01.01.0001"	"09.01.1971"
"71040"	"-"	"Montenaken"	"-"	"01.01.0001"	"01.01.1977"
"71041"	"-"	"Muizen (Limb.)"	"-"	"01.01.0001"	"09.01.1971"
"71042"	"-"	"Neerglabbeek"	"-"	"01.01.0001"	"02.01.1971"
"71043"	"-"	"Niel-bij-As"	"-"	"01.01.0001"	"05.01.1971"
"71044"	"-"	"Niel-bij-Sint-Truiden"	"-"	"01.01.0001"	"02.01.1971"
"71045"	"-"	"Nieuwerkerken (Limb.)"	"-"	"01.01.0001"	"31.12.9999"
"71046"	"-"	"Oostham"	"-"	"01.01.0001"	"02.01.1977"
"71047"	"-"	"Opglabbeek"	"-"	"01.01.0001"	"31.12.9999"
"71048"	"-"	"Ordingen"	"-"	"01.01.0001"	"02.01.1971"
"71049"	"-"	"Paal"	"-"	"01.01.0001"	"01.01.1977"
"71050"	"-"	"Runkelen"	"-"	"01.01.0001"	"02.01.1971"
"71051"	"-"	"Schulen"	"-"	"01.01.0001"	"02.01.1977"
"71052"	"-"	"Sint-Lambrechts-Herk"	"-"	"01.01.0001"	"02.01.1977"
"71053"	"Saint-Trond"	"Sint-Truiden"	"Sint-Truiden"	"01.01.0001"	"31.12.9999"
"71054"	"-"	"Spalbeek"	"-"	"01.01.0001"	"01.01.1971"
"71055"	"-"	"Stevoort"	"-"	"01.01.0001"	"02.01.1977"
"71056"	"-"	"Stokrooie"	"-"	"01.01.0001"	"04.01.1971"
"71057"	"-"	"Tessenderlo"	"-"	"01.01.0001"	"31.12.9999"
"71058"	"-"	"Velm"	"-"	"01.01.0001"	"26.06.1977"
"71059"	"Fresin"	"Vorsen"	"Vorsen"	"01.01.0001"	"04.01.1971"
"71060"	"-"	"Wijer"	"-"	"01.01.0001"	"02.01.1971"
"71061"	"-"	"Wilderen"	"-"	"01.01.0001"	"02.01.1971"
"71062"	"-"	"Wimmertingen"	"-"	"01.01.0001"	"02.01.1977"
"71063"	"-"	"Zelem"	"-"	"01.01.0001"	"03.01.1977"
"71064"	"-"	"Zepperen"	"-"	"01.01.0001"	"26.06.1977"
"71065"	"-"	"Zolder"	"-"	"01.01.0001"	"03.01.1977"
"71066"	"-"	"Zonhoven"	"-"	"01.01.0001"	"31.12.9999"
"71067"	"-"	"Zutendaal"	"-"	"01.01.0001"	"31.12.9999"
"71068"	"-"	"Gelmen"	"-"	"05.01.1971"	"26.06.1977"
"71069"	"-"	"Ham"	"-"	"02.01.1977"	"31.12.9999"
"71070"	"-"	"Heusden-Zolder"	"-"	"01.01.1977"	"31.12.9999"
"72001"	"-"	"Achel"	"-"	"01.01.0001"	"02.01.1977"
"72002"	"-"	"Beek"	"-"	"01.01.0001"	"01.01.1965"
"72003"	"-"	"Bocholt"	"-"	"01.01.0001"	"31.12.9999"
"72004"	"-"	"Bree"	"-"	"01.01.0001"	"31.12.9999"
"72005"	"-"	"Dilsen"	"-"	"01.01.0001"	"24.10.1987"
"72006"	"-"	"Eksel"	"-"	"01.01.0001"	"02.01.1977"
"72007"	"-"	"Elen"	"-"	"01.01.0001"	"16.04.1971"
"72008"	"-"	"Ellikom"	"-"	"01.01.0001"	"02.01.1971"
"72009"	"-"	"Gerdingen"	"-"	"01.01.0001"	"01.01.1965"
"72010"	"-"	"Grote-Brogel"	"-"	"01.01.0001"	"01.01.1977"
"72011"	"-"	"Gruitrode"	"-"	"01.01.0001"	"01.01.1977"
"72012"	"-"	"Hamont"	"-"	"01.01.0001"	"02.01.1977"
"72013"	"-"	"Hechtel"	"-"	"01.01.0001"	"02.01.1977"
"72014"	"-"	"Helchteren"	"-"	"01.01.0001"	"02.01.1977"
"72015"	"-"	"Houthalen"	"-"	"01.01.0001"	"03.01.1977"
"72016"	"-"	"Kaulille"	"-"	"01.01.0001"	"02.01.1977"
"72017"	"-"	"Kessenich"	"-"	"01.01.0001"	"18.09.1971"
"72018"	"-"	"Kinrooi"	"-"	"01.01.0001"	"31.12.9999"
"72019"	"-"	"Kleine-Brogel"	"-"	"01.01.0001"	"02.01.1971"
"72020"	"-"	"Lommel"	"-"	"01.01.0001"	"31.12.9999"
"72021"	"-"	"Maaseik"	"-"	"01.01.0001"	"31.12.9999"
"72022"	"-"	"Meeuwen"	"-"	"01.01.0001"	"01.01.1977"
"72023"	"-"	"Molenbeersel"	"-"	"01.01.0001"	"18.09.1971"
"72024"	"-"	"Neeroeteren"	"-"	"01.01.0001"	"01.02.1977"
"72025"	"-"	"Neerpelt"	"-"	"01.01.0001"	"31.12.9999"
"72026"	"-"	"Ophoven"	"-"	"01.01.0001"	"18.09.1971"
"72027"	"-"	"Opitter"	"-"	"01.01.0001"	"01.01.1977"
"72028"	"-"	"Opoeteren"	"-"	"01.01.0001"	"01.02.1977"
"72029"	"-"	"Overpelt"	"-"	"01.01.0001"	"31.12.9999"
"72030"	"-"	"Peer"	"-"	"01.01.0001"	"31.12.9999"
"72031"	"-"	"Reppel"	"-"	"01.01.0001"	"02.01.1971"
"72032"	"-"	"Rotem"	"-"	"01.01.0001"	"16.04.1971"
"72033"	"-"	"Sint-Huibrechts-Lille"	"-"	"01.01.0001"	"01.01.1977"
"72034"	"-"	"Tongerlo (Limb.)"	"-"	"01.01.0001"	"01.01.1971"
"72035"	"-"	"Wijchmaal"	"-"	"01.01.0001"	"01.01.1977"
"72036"	"-"	"Wijshagen"	"-"	"01.01.0001"	"02.01.1971"
"72037"	"-"	"Hamont-Achel"	"-"	"02.01.1977"	"31.12.9999"
"72038"	"-"	"Hechtel-Eksel"	"-"	"02.01.1977"	"31.12.9999"
"72039"	"-"	"Houthalen-Helchteren"	"-"	"01.01.1977"	"31.12.9999"
"72040"	"-"	"Meeuwen-Gruitrode"	"-"	"01.01.1977"	"31.12.9999"
"72041"	"-"	"Dilsen-Stokkem"	"-"	"28.07.1987"	"31.12.9999"
"73001"	"-"	"Alken"	"-"	"01.01.0001"	"31.12.9999"
"73002"	"-"	"Batsheers"	"-"	"01.01.0001"	"24.06.1971"
"73003"	"-"	"Berg (Limb.)"	"-"	"01.01.0001"	"14.06.1972"
"73004"	"-"	"Berlingen"	"-"	"01.01.0001"	"01.01.1977"
"73005"	"-"	"Beverst"	"-"	"01.01.0001"	"02.01.1977"
"73006"	"-"	"Bilzen"	"-"	"01.01.0001"	"31.12.9999"
"73007"	"-"	"Bommershoven"	"-"	"01.01.0001"	"02.01.1971"
"73008"	"-"	"Boorsem"	"-"	"01.01.0001"	"03.01.1977"
"73009"	"Looz"	"Borgloon"	"Borgloon"	"01.01.0001"	"31.12.9999"
"73010"	"-"	"Broekom"	"-"	"01.01.0001"	"07.03.1977"
"73011"	"Heur-le-Tiexhe"	"Diets-Heur"	"Diets-Heur"	"01.01.0001"	"02.01.1971"
"73012"	"-"	"Eigenbilzen"	"-"	"01.01.0001"	"02.01.1977"
"73013"	"-"	"Eisden"	"-"	"01.01.0001"	"02.01.1971"
"73014"	"-"	"Gellik"	"-"	"01.01.0001"	"17.05.1977"
"73015"	"-"	"Genoelselderen"	"-"	"01.01.0001"	"02.08.1971"
"73016"	"-"	"Gors-Opleeuw"	"-"	"01.01.0001"	"07.03.1977"
"73017"	"-"	"Gotem"	"-"	"01.01.0001"	"07.03.1977"
"73018"	"-"	"Groot-Loon"	"-"	"01.01.0001"	"07.03.1977"
"73019"	"-"	"Grote-Spouwen"	"-"	"01.01.0001"	"19.03.1971"
"73020"	"-"	"Guigoven"	"-"	"01.01.0001"	"21.04.1977"
"73021"	"-"	"Gutschoven"	"-"	"01.01.0001"	"24.06.1971"
"73022"	"-"	"Heers"	"-"	"01.01.0001"	"31.12.9999"
"73023"	"-"	"Hees"	"-"	"01.01.0001"	"01.01.1971"
"73024"	"-"	"Heks"	"-"	"01.01.0001"	"03.01.1977"
"73025"	"-"	"Hendrieken"	"-"	"01.01.0001"	"07.03.1977"
"73026"	"-"	"Henis"	"-"	"01.01.0001"	"14.06.1972"
"73027"	"-"	"Herderen"	"-"	"01.01.0001"	"01.01.1977"
"73028"	"-"	"Herstappe"	"-"	"01.01.0001"	"31.12.9999"
"73029"	"-"	"Herten"	"-"	"01.01.0001"	"01.01.1977"
"73030"	"-"	"Hoelbeek"	"-"	"01.01.0001"	"02.01.1977"
"73031"	"-"	"Hoepertingen"	"-"	"01.01.0001"	"07.03.1977"
"73032"	"-"	"Hoeselt"	"-"	"01.01.0001"	"31.12.9999"
"73033"	"-"	"Horpmaal"	"-"	"01.01.0001"	"02.01.1971"
"73034"	"-"	"Jesseren"	"-"	"01.01.0001"	"02.01.1971"
"73035"	"-"	"Kanne"	"-"	"01.01.0001"	"01.01.1977"
"73036"	"-"	"Kerniel"	"-"	"01.01.0001"	"07.03.1977"
"73037"	"-"	"Kleine-Spouwen"	"-"	"01.01.0001"	"19.03.1971"
"73038"	"-"	"Klein-Gelmen"	"-"	"01.01.0001"	"05.01.1971"
"73039"	"-"	"Koninksem"	"-"	"01.01.0001"	"14.06.1972"
"73040"	"-"	"Kortessem"	"-"	"01.01.0001"	"31.12.9999"
"73041"	"-"	"Kuttekoven"	"-"	"01.01.0001"	"07.03.1977"
"73042"	"-"	"Lanaken"	"-"	"01.01.0001"	"31.12.9999"
"73043"	"-"	"Lanklaar"	"-"	"01.01.0001"	"16.04.1971"
"73044"	"Lowaige"	"Lauw"	"Lauw"	"01.01.0001"	"03.01.1977"
"73045"	"-"	"Leut"	"-"	"01.01.0001"	"03.01.1977"
"73046"	"-"	"Mal"	"-"	"01.01.0001"	"03.01.1977"
"73047"	"-"	"Martenslinde"	"-"	"01.01.0001"	"02.01.1977"
"73048"	"-"	"Mechelen-aan-de-Maas"	"-"	"01.01.0001"	"02.01.1971"
"73049"	"Marlinne"	"Mechelen-Bovelingen"	"Mechelen-Bovelingen"	"01.01.0001"	"01.01.1971"
"73050"	"-"	"Meeswijk"	"-"	"01.01.0001"	"01.01.1971"
"73051"	"-"	"Membruggen"	"-"	"01.01.0001"	"02.08.1971"
"73052"	"-"	"Mettekoven"	"-"	"01.01.0001"	"24.06.1971"
"73053"	"-"	"Millen"	"-"	"01.01.0001"	"01.01.1977"
"73054"	"Mouland"	"Moelingen"	"-"	"01.01.0001"	"01.01.1977"
"73055"	"-"	"Mopertingen"	"-"	"01.01.0001"	"02.01.1977"
"73056"	"-"	"Munsterbilzen"	"-"	"01.01.0001"	"02.01.1977"
"73057"	"-"	"Neerharen"	"-"	"01.01.0001"	"17.05.1977"
"73058"	"-"	"Neerrepen"	"-"	"01.01.0001"	"14.06.1972"
"73059"	"-"	"Nerem"	"-"	"01.01.0001"	"03.01.1977"
"73060"	"-"	"Opgrimbie"	"-"	"01.01.0001"	"02.01.1971"
"73061"	"-"	"Opheers"	"-"	"01.01.0001"	"24.06.1971"
"73062"	"-"	"Overrepen"	"-"	"01.01.0001"	"02.01.1971"
"73063"	"-"	"Piringen"	"-"	"01.01.0001"	"02.01.1971"
"73064"	"-"	"Rekem"	"-"	"01.01.0001"	"17.05.1977"
"73065"	"-"	"Remersdaal"	"-"	"01.01.0001"	"01.01.1977"
"73066"	"-"	"Riemst"	"-"	"01.01.0001"	"31.12.9999"
"73067"	"-"	"Rijkel"	"-"	"01.01.0001"	"07.03.1977"
"73068"	"-"	"Rijkhoven"	"-"	"01.01.0001"	"19.03.1971"
"73069"	"-"	"Riksingen"	"-"	"01.01.0001"	"14.06.1972"
"73070"	"-"	"Romershoven"	"-"	"01.01.0001"	"19.06.1971"
"73071"	"-"	"Rosmeer"	"-"	"01.01.0001"	"01.01.1971"
"73072"	"Roclenge-Looz"	"Rukkelingen-Loon"	"Rukkelingen-Loon"	"01.01.0001"	"01.01.1971"
"73073"	"Russon"	"Rutten"	"Rutten"	"01.01.0001"	"03.01.1977"
"73074"	"-"	"Schalkhoven"	"-"	"01.01.0001"	"02.01.1977"
"73075"	"Fouron-le-Comte"	"s Gravenvoeren"	"-"	"01.01.0001"	"01.01.1977"
"73076"	"-"	"s Herenelderen"	"-"	"01.01.0001"	"02.08.1971"
"73077"	"-"	"Sint-Huibrechts-Hern"	"-"	"01.01.0001"	"02.01.1977"
"73078"	"Fouron-St-Martin"	"Sint-Martens-Voeren"	"-"	"01.01.0001"	"01.01.1977"
"73079"	"Fouron-St-Pierre"	"Sint-Pieters-Voeren"	"-"	"01.01.0001"	"01.01.1977"
"73080"	"Sluse"	"Sluizen"	"Sluizen"	"01.01.0001"	"03.01.1977"
"73081"	"-"	"Stokkem"	"-"	"01.01.0001"	"16.04.1971"
"73082"	"-"	"Teuven"	"-"	"01.01.0001"	"01.01.1977"
"73083"	"Tongres"	"Tongeren"	"Tongeren"	"01.01.0001"	"31.12.9999"
"73084"	"-"	"Uikhoven"	"-"	"01.01.0001"	"03.01.1977"
"73085"	"-"	"Ulbeek"	"-"	"01.01.0001"	"01.01.1977"
"73086"	"-"	"Val-Meer"	"-"	"01.01.0001"	"01.01.1977"
"73087"	"-"	"Vechmaal"	"-"	"01.01.0001"	"02.01.1971"
"73088"	"-"	"Veldwezelt"	"-"	"01.01.0001"	"17.05.1977"
"73089"	"Fologne"	"Veulen"	"Veulen"	"01.01.0001"	"24.06.1971"
"73090"	"-"	"Vliermaal"	"-"	"01.01.0001"	"21.04.1977"
"73091"	"-"	"Vliermaalroot"	"-"	"01.01.0001"	"21.04.1977"
"73092"	"-"	"Vlijtingen"	"-"	"01.01.0001"	"01.01.1977"
"73093"	"-"	"Voort"	"-"	"01.01.0001"	"07.03.1977"
"73094"	"-"	"Vreren"	"-"	"01.01.0001"	"03.01.1977"
"73095"	"-"	"Vroenhoven"	"-"	"01.01.0001"	"01.01.1977"
"73096"	"-"	"Vucht"	"-"	"01.01.0001"	"02.01.1971"
"73097"	"-"	"Waltwilder"	"-"	"01.01.0001"	"02.01.1977"
"73098"	"-"	"Wellen"	"-"	"01.01.0001"	"31.12.9999"
"73099"	"-"	"Werm"	"-"	"01.01.0001"	"19.06.1971"
"73100"	"-"	"Widooie"	"-"	"01.01.0001"	"02.01.1971"
"73101"	"-"	"Wintershoven"	"-"	"01.01.0001"	"21.04.1977"
"73102"	"-"	"Zichen-Zussen-Bolder"	"-"	"01.01.0001"	"01.01.1977"
"73103"	"-"	"Bovelingen"	"-"	"01.01.1971"	"03.01.1977"
"73104"	"-"	"Elderen"	"-"	"02.08.1971"	"03.01.1977"
"73105"	"-"	"Haren"	"-"	"02.01.1971"	"07.03.1977"
"73106"	"-"	"Kolmont"	"-"	"02.01.1971"	"07.03.1977"
"73107"	"-"	"Maasmechelen"	"-"	"02.01.1971"	"31.12.9999"
"73108"	"-"	"Spouwen"	"-"	"19.03.1971"	"02.01.1977"
"73109"	"Fourons"	"Voeren"	"-"	"01.01.1977"	"31.12.9999"
"80000"	"Pr.Luxembourg"	"Pr.Luxemburg"	"Pr.Luxemburg"	"01.01.0001"	"31.12.9999"
"81001"	"Arlon"	"Aarlen"	"-"	"01.01.0001"	"31.12.9999"
"82003"	"Bastogne"	"Bastenaken"	"-"	"01.01.0001"	"31.12.9999"
"90000"	"Pr.Namur"	"Pr.Namen"	"Pr.Namur"	"01.01.0001"	"31.12.9999"
"92094"	"Namur"	"Namen"	"-"	"01.01.0001"	"31.12.9999"
"98002"	"Ministère des Communications"	"Ministerie van Verkeerswegen"	"Verkehrsministerium"	"01.01.0001"	"31.12.9999"
"98005"	"Ministère Affaires Etrangères"	"Ministerie van Buitenlandse Zaken"	"Aussenministerium"	"01.01.0001"	"31.12.9999"
"98006"	"Conseil de guerre en campagne"	"Krijgsraad te velde"	"Kriegsgericht im Felde"	"01.01.0001"	"31.12.9999"
"98007"	"Cour militaire"	"Militair Gerechtshof"	"Militärgerichtshof"	"01.01.0001"	"31.12.9999"
"99990"	"Décédé(e)"	"Overleden"	"Gestorben"	"01.01.0001"	"31.12.9999"
"99991"	"Radié(e) d'office"	"Afvoering van ambtswege"	"Streichung von Amtswegen"	"01.01.0001"	"31.12.9999"
"99994"	"Dossier annulé"	"Geannuleerd dossier"	"Akte aufgehoben"	"01.01.0001"	"31.12.9999"
"99995"	"Dispensé(e) d'inscription"	"Vrijgesteld van inschrijving"	"Von der Einschreibung dispensiert"	"01.01.0001"	"31.12.9999"
"93090"	"Viroinval"	"-"	"-"	"02.01.1977"	"31.12.9999"
"93089"	"Yves-Gomezée"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93088"	"Walcourt"	"-"	"-"	"01.01.0001"	"31.12.9999"
"93087"	"Vogenée"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93086"	"Vodelée"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93085"	"Vodecée"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93084"	"Villers-le-Gambon"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93083"	"Villers-en-Fagne"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93082"	"Villers-Deux-Eglises"	"-"	"-"	"01.01.0001"	"01.01.1977"
"93081"	"Vierves-sur-Viroin"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93080"	"Vaucelles"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93079"	"Treignes"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93078"	"Thy-le-Château"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93077"	"Thy-le-Bauduin"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92095"	"Naninne"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92093"	"Namêche"	"-"	"-"	"01.01.0001"	"10.02.1977"
"92092"	"Mozet"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92099"	"Perwez (lez-Haillot)"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92098"	"Onoz"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92097"	"Ohey"	"-"	"-"	"01.01.0001"	"31.12.9999"
"92096"	"Noville-les-Bois"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92107"	"Saint-Martin"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92106"	"Saint-Marc"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92105"	"Saint-Germain"	"-"	"-"	"01.01.0001"	"31.01.1977"
"92104"	"Saint-Gérard"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92103"	"Saint-Denis (Bovesse)"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92102"	"Rhisnes"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92101"	"Profondeville"	"-"	"-"	"01.01.0001"	"31.12.9999"
"92100"	"Pontillas"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92123"	"Temploux"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92122"	"Taviers"	"-"	"-"	"01.01.0001"	"31.01.1977"
"92121"	"Tamines"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92120"	"Suarlée"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92119"	"Spy"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92118"	"Soye"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92117"	"Sosoye"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92116"	"Sorinne-la-Longue"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92115"	"Sorée"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92114"	"Sombreffe"	"-"	"-"	"01.01.0001"	"31.12.9999"
"92113"	"Sclayn"	"-"	"-"	"01.01.0001"	"10.02.1977"
"92112"	"Sauvenière"	"-"	"-"	"01.01.0001"	"05.01.1965"
"92111"	"Sart-Saint-Laurent"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92110"	"Sart-Eustache"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92109"	"Sart-Bernard"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92108"	"Saint-Servais"	"-"	"-"	"01.01.0001"	"01.01.1977"
"93012"	"Clermont (lez-Walcourt)"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93011"	"Chastrès"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93010"	"Cerfontaine"	"-"	"-"	"01.01.0001"	"31.12.9999"
"93009"	"Castillon"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93008"	"Brûly-de-Pesche"	"-"	"-"	"01.01.0001"	"01.01.1977"
"93007"	"Brûly"	"-"	"-"	"01.01.0001"	"01.01.1977"
"93006"	"Boussu-en-Fagne"	"-"	"-"	"01.01.0001"	"01.01.1977"
"93005"	"Biesmerée"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93004"	"Berzée"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93003"	"Aublain"	"-"	"-"	"01.01.0001"	"01.01.1977"
"93002"	"Anthée"	"-"	"-"	"01.01.0001"	"01.01.1977"
"93001"	"Agimont"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92637"	"Basse-Sambre"	"-"	"-"	"01.01.1977"	"04.07.1978"
"92142"	"Gembloux"	"-"	"-"	"01.01.1980"	"31.12.9999"
"92141"	"La Bruyère"	"-"	"-"	"03.01.1977"	"31.12.9999"
"92140"	"Jemeppe-sur-Sambre"	"-"	"-"	"02.01.1977"	"31.12.9999"
"92139"	"Gembloux-sur-Orneau"	"-"	"-"	"02.01.1977"	"01.01.1980"
"92138"	"Fernelmont"	"-"	"-"	"03.01.1977"	"31.12.9999"
"92137"	"Sambreville"	"-"	"-"	"04.07.1978"	"31.12.9999"
"92136"	"Wierde"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92135"	"Wépion"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92134"	"Warisoulx"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92133"	"Waret-la-Chaussée"	"-"	"-"	"01.01.0001"	"31.01.1977"
"92132"	"Vitrival"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92131"	"Villers-lez-Heest"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92130"	"Vezin"	"-"	"-"	"01.01.0001"	"10.02.1977"
"92129"	"Velaine"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92128"	"Vedrin"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92127"	"Upigny"	"-"	"-"	"01.01.0001"	"31.01.1977"
"92126"	"Tongrinne"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92125"	"Tillier"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92124"	"Thon"	"-"	"-"	"01.01.0001"	"10.02.1977"
"93076"	"Tarcienne"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93075"	"Surice"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93074"	"Stave"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93073"	"Soumoy"	"-"	"-"	"01.01.0001"	"01.01.1977"
"93072"	"Soulme"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93071"	"Somzée"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93070"	"Silenrieux"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93069"	"Serville"	"-"	"-"	"01.01.0001"	"01.01.1977"
"93068"	"Senzeilles"	"-"	"-"	"01.01.0001"	"01.01.1977"
"93067"	"Sautour"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93066"	"Sart-en-Fagne"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93065"	"Samart"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93064"	"Saint-Aubin"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93063"	"Rosée"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93062"	"Romerée"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93061"	"Romedenne"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93060"	"Roly"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93059"	"Rognée"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93058"	"Pry"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93057"	"Presgaux"	"-"	"-"	"01.01.0001"	"01.01.1977"
"93056"	"Philippeville"	"-"	"-"	"01.01.0001"	"31.12.9999"
"93055"	"Petite-Chapelle"	"-"	"-"	"01.01.0001"	"01.01.1977"
"93054"	"Petigny"	"-"	"-"	"01.01.0001"	"01.01.1977"
"93053"	"Pesche"	"-"	"-"	"01.01.0001"	"01.01.1977"
"93052"	"Oret"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93051"	"Omezée"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93050"	"Olloy-sur-Viroin"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93049"	"Oignies-en-Thiérache"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93048"	"Niverlée"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93047"	"Nismes"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93046"	"Neuville"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93045"	"Morville"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93044"	"Morialmé"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93043"	"Merlemont"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93042"	"Mazée"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93041"	"Matagne-la-Petite"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93040"	"Matagne-la-Grande"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93039"	"Mariembourg"	"-"	"-"	"01.01.0001"	"01.01.1977"
"93038"	"Le Mesnil"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93037"	"Laneffe"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93036"	"Jamiolle"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93035"	"Jamagne"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93034"	"Hermeton-sur-Meuse"	"-"	"-"	"01.01.0001"	"03.01.1977"
"93033"	"Hemptinne (lez-Florennes)"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93032"	"Hanzinne"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93031"	"Hanzinelle"	"-"	"-"	"01.01.0001"	"02.01.1977"
